AUC,PR_AUC,Precision,Recall,F1,Accuracy,PosEdges,InputGraph,TargetGraph,InputEdges,TargetEdges,Scenario,Seed,BestEpoch
0.9698832194794517,0.9814772503150581,0.6487834064619067,0.9716248506571087,0.7780435302559197,0.7228195937873357,6696,519,520,6900,6696,low_density,0,38
0.9801667634684865,0.9879925735620347,0.6509711037423023,0.9812910596972294,0.7827077518938316,0.727577834904313,7002,1590,1591,6904,7002,low_density,0,38
0.9748712681216383,0.9851481292012484,0.6503067484662577,0.9766123316796598,0.7807365439093484,0.7257264351523742,7055,1751,1752,6714,7055,low_density,0,38
0.9772332235271115,0.9851572972379479,0.6450570171500404,0.9823601805004786,0.7787533875338754,0.7209079721044714,7313,467,468,6665,7313,low_density,0,38
0.972050802308857,0.9820126252985187,0.6482389251997095,0.9771483305966064,0.7794149748963108,0.7234537493158183,7308,856,857,6733,7308,low_density,0,38
0.9687781747037872,0.9807195507699544,0.6483423366168838,0.9725135049253257,0.7780108039402606,0.7225135049253257,6294,1100,1101,6904,6294,low_density,0,38
0.9707918638088413,0.9819013609326351,0.6473718007522246,0.9713695801789402,0.7769459429703842,0.7211286992429456,7265,711,712,6685,7265,low_density,0,38
0.9752640816326531,0.982587787958991,0.6486946651532349,0.9797142857142858,0.7805599817892102,0.7245714285714285,7000,1646,1647,6503,7000,low_density,0,38
0.9767483384856077,0.9851832865851968,0.6484531940538368,0.9784190106692532,0.779973904218818,0.7239936954413191,8248,632,633,6887,8248,low_density,0,38
0.9721517221159376,0.982641991530277,0.6473482239496212,0.9730809051915397,0.7774757740486883,0.7214909037124686,6761,531,532,6539,6761,low_density,0,38
0.96997259877122,0.9805136020800463,0.6513801922568128,0.9747921340900092,0.7809262000422922,0.7265408473010426,7577,1082,1083,6496,7577,low_density,0,38
