AUC,Precision,Recall,F1,Accuracy,MRR,PosEdges,NegEdges,InputGraph,TargetGraph
0.9654637912047445,0.6473922902494331,0.9672501411631846,0.7756395743717456,0.720214568040655,1.0,7084,7084,285,286
0.9804530735016486,0.6517044440478316,0.9840991780083547,0.7841305631610028,0.729079638862687,1.0,7421,7421,286,287
0.9820433586855938,0.6460138648180243,0.9855896351136965,0.780464824120603,0.7227657324167107,1.0,7564,7564,287,288
0.9869126835421639,0.6490916431166734,0.9890501968503937,0.7837956417881343,0.7271776574803149,1.0,8128,8128,288,289
0.9766069459173332,0.6492518599013626,0.9778421251416342,0.7803677283231186,0.7247891224977968,1.0,7943,7943,289,290
0.9717794751920364,0.6482679315797039,0.9701010970101097,0.7771842150611753,0.7218756721875672,1.0,9298,9298,290,291
0.9720221624437069,0.648870636550308,0.9744314531671592,0.7790046736171743,0.723564178337402,1.0,7783,7783,291,292
0.9790838344176227,0.6533125057429018,0.981501932633904,0.7844651624648314,0.7303285477636665,1.0,7244,7244,292,293
0.9815701498392053,0.649382907707832,0.9841195153511352,0.7824541713430603,0.7263851311610399,1.0,8501,8501,293,294
0.9698202001528483,0.6531806834811053,0.9699603732583408,0.7806584362139918,0.7274702799437556,1.0,7823,7823,294,295
0.9829336342622546,0.6486787920384351,0.9847616566814275,0.7821454432605772,0.7257098202656942,1.0,7678,7678,295,296
0.9831323375798862,0.6523783185840708,0.9849686847599165,0.7848943603393778,0.7300626304801671,1.0,7185,7185,296,297
0.9746306336591996,0.645016303868864,0.9780836562875852,0.777376526818906,0.7198984364559669,1.0,7483,7483,297,298
0.9748912261755001,0.6463847479971605,0.977157749501763,0.778076171875,0.7212938831825847,1.0,6523,6523,298,299
0.9803564990307404,0.6488637453255346,0.9832897413542575,0.7818150309052048,0.7255884917175239,1.0,6882,6882,299,300
0.9797607669421488,0.6459229519166427,0.9828363636363636,0.779533917858791,0.7220363636363636,1.0,6875,6875,300,301
0.9707817779093234,0.6508864924145494,0.975883803781858,0.780921052631579,0.7262263633872293,1.0,7298,7298,301,302
0.9684267541826422,0.651517779705117,0.9717981888745149,0.7800623052959501,0.7260025873221216,1.0,7730,7730,302,303
0.9832765366891352,0.6534171388101983,0.9876890137829519,0.7865096702008632,0.7319015121102637,1.0,7473,7473,303,304
